created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-29 20:15:30+00:00,"@cdgurugram @DC_Gurugram @dcptrafficggm This was the state of affairs when the lockdown started , please imagine what would it be now please contact Nisha 
+91 96505 22309 https://t.co/TEks7ldAaL",prachi_capricon,india,,379,493,17713,False,
2020-05-29 20:15:30+00:00,"RT @ANI: China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cause…",pandeyji_k_beta,india,"Smash me if you can I'm a Brahmin 🙏
Proud K A F I R",328,2861,13158,False,"China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has caused over 100000 American lives &amp; over a million lives worldwide. Chinese officials ignored their reporting obligations to WHO: US President Donald Trump https://t.co/jo15L2s38C"
2020-05-29 20:15:34+00:00,"RT @Jhadarsh24: Either open the lockdown or atleast impose 100% curfew at red zones for 15 days. 
#ExtendOrLift @republic https://t.co/rUES…",Seema44645807,india,I am a follower of Sant Shri Asharamji bapu ❤😊,201,48,10848,False,"Either open the lockdown or atleast impose 100% curfew at red zones for 15 days. 
#ExtendOrLift @republic https://t.co/rUES2DQvHN"
2020-05-29 20:15:38+00:00,RT @ziwe: can’t believe corona blew a 28-3 lead to racism,GunnerArchitect,bombay india,"Architecture Model Making Services also
#Hindustani 🖖",966,1184,107437,False,can’t believe corona blew a 28-3 lead to racism
2020-05-29 20:15:41+00:00,"@drsudeshna246 This is great news. I hope this will reduce COVID-19 cases to 0, will end the migrant crisis, will make India a USD 5 Trillion economy, will provide employment to millions of jobless, will promote communal harmony, will bring back Nirav Modi &amp; Vijay Mallya.",al0gicalindian,new delhi india,An Indian | For Humanity | Against Hate | Likes & RTs are not an endorsement | Followed by @USCIRF Commissioner Nadine Maenza | Blocked by Subramanian Swamy,105,545,2974,False,
2020-05-29 20:15:45+00:00,"@CMOfficeUP @myogiadityanath No doubt, Yogi has done so far excellent job to deal with the pandemic.",rajudelhi123,india,"Journalist/YouTuber/Writer
Posts and RTs are personal and not necessarily an endorsement.",162,818,9682,False,
2020-05-29 20:15:47+00:00,"Coronavirus | Fresh spike of 874 cases takes Tamil Nadu past 20,000-mark https://t.co/sNbeVFjY7F",newsblogindia,india,Daily News Headlines | India | World | Sports | Business | Lifestyle | Technology | Travel | News,550,2036,18291,False,
2020-05-29 20:15:48+00:00,RT @AnuradhaTdp: The people of AP are 'shocked' to see their power bills this month. If #Coronavirus was not enough to deprive them of thei…,ddgiri,bengaluru south india,#TDPTwitter,619,93,10196,False,"The people of AP are 'shocked' to see their power bills this month. If #Coronavirus was not enough to deprive them of their livelihood, the power bills are getting them to take loans from others  

#1YearOfMassDestruction https://t.co/QQ6sY4Yz9Z"
2020-05-29 20:15:58+00:00,"Trump's press conference - he talks about China. Not one single word about the situation in Minneapolis. 

Just talks about Hong Kong and announces leaving the World Health Organisation - in the middle of a pandemic. Then he just turns round and fucks off without questions.",Rantaramic,canada india usa,"Wordsmith, communications professional, aspiring Renaissance Man & Master of The Cultural Zeitgeist.",889,860,59945,False,
2020-05-29 20:16:01+00:00,"I think the pair of @realDonaldTrump and @narendramodi can only keep china and its communism under control.
Now it the time.
#IndiaChinaFaceOff 
#Trump 
#WorldHealthOrganization 
#corona",JayvPatel0204,bharuch india,"कर्मण्येवाधिकारस्ते माफलेषु कदाचन
Blogger/
Nationalist/
Rightist.",59,142,863,False,
2020-05-29 20:16:03+00:00,"RT @tanweerkarzai: I'm Rgpv student,RGPV is demanding final exam fee in this pandemic situation,I think this is absolutely not right, even…",Talib__abbasi,bhopal india,"Bhopal 🔥
The only official account of Talib Abbasi
Life is expensive don't waste it for stupid girls. 
YouTuber at Teens Dabba
( 10K SUBSCRIBERS )",14,55,38,False,"I'm Rgpv student,RGPV is demanding final exam fee in this pandemic situation,I think this is absolutely not right, even colleges are demanding college fee too,please forgive all fees Promote students and save future of our country
Help us @narendramodi @PMOIndia  @ChouhanShivraj"
2020-05-29 20:16:08+00:00,"USA: 41 million have lost jobs since coronavirus hit, but layoffs slow https://t.co/Tw0ocmQMa2",SKonPolitics,new delhi india,"Editor of @NPM_Magazine , @TheGlobalRealty ,@BMirror @AviationMirror & @TelecomMirror .BTW, I'm passionate for journalism not for fashionable (IIMC-D)",581,11,61018,False,
2020-05-29 20:16:08+00:00,RT @INCIndia: Shri @SATAVRAJEEV speaks out on the complete failure of the Govt to handle the Coronavirus and failure of the Govt to address…,DrRashidFakhri,madhubani india,"Spokesperson, INC Bihar,
Ex-GS PYC Bihar-NOB IYC, 
Ex-National Secretary N.S.U.I
Ex-President Bihar N.S.U.I 
Ex-Ec, DUSU
Ex-College president",187,161,5424,False,"Shri @SATAVRAJEEV speaks out on the complete failure of the Govt to handle the Coronavirus and failure of the Govt to address the concerns of the common man. 
(1/2)

#SpeakUpIndia https://t.co/FvYuGQaOdb"
2020-05-29 20:16:09+00:00,Twitter should condemn China for Corona virus rather than blocking POTUS.. Paid liberal Social media https://t.co/aO1Hp3vK03,amruthchand,india,Civil Engineer,59,196,617,False,
2020-05-29 20:16:11+00:00,"@MAJORshailendra Corona test kit, pcr etc are Chinese too.
Leave testing?
Every memory card, pen drive, sd card, laptop charger, every sim  is chinese.
What we import, out of 40% electronics, automobile stuff,
45% pharmaceutical stuff and 90% antibiotics comes from China.
We just produce अंधभक्त",jita_jagta_insa,india,"writer & teacher. मेरा धर्म भारतीयता है। यथार्थवादी हूँ। बौद्धिकता में रुचि है। साम्प्रदायिकता के खिलाफ हूँ। सत्य का समर्थक हूँ, follow back 💯%",897,1333,25687,False,
2020-05-29 20:16:14+00:00,"RT @WhiteHouse: ""China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that h…",HarshBh55413059,kanpur india,lop☺,2,170,325,False,"""China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cost more than 100,000 American lives and over a million lives worldwide."" https://t.co/PoTtCaA1KX"
2020-05-29 20:16:16+00:00,"RT @SITE_Bioterror: Jihadists in India have called for the use of #COVID19 as a bioweapon, saying, ""What better chance can you get to kill…",Free_Soul_02,india,जब तक मनुष्य के जीवन मे राष्ट्रहित का भाव नहीं आता तब तक राष्ट्र की उन्नति संभव नहीं है,497,2154,4018,False,"Jihadists in India have called for the use of #COVID19 as a bioweapon, saying, ""What better chance can you get to kill the disbelievers in multitudes than COVID 19?"" https://t.co/eXwmGKwQq0 https://t.co/79kvowosee"
2020-05-29 20:16:18+00:00,"@SonuSood 
Any comments on this?
No media was aware nothing action taken. Still poors are suffering no measures are tajen by the govt for poors. Still corruption is going on, in this pandemic situation. I appreciate your work sir. But these all reports are fake. Fake journalism https://t.co/ok3kkL9TVI",dryftpocalypse,chandigarh india,A normal Human Being who wants to clean his house with spreading smiles.,14,128,296,False,
2020-05-29 20:16:25+00:00,"RT @GaneshJaiHind: Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China

Taiwan belongs…",drunkbetch007,haryana india,"Dentist💊, Narendra damodardas modi🇮🇳♥️, BHARAT🇮🇳, INDIAN ARMY♥️🇮🇳PROUD HINDU🌸
PKMKB!",66,196,2125,False,"Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China

Taiwan belongs to China

South China Sea Territory belongs to China

China feels everything belongs to China except Corona,which actually belongs to China

#BoycottMadeInChina"
2020-05-29 20:16:26+00:00,RT @Bangladesh_BN: #Bangladesh witnessed the highest number of deaths in a day due to #CoronaVirus as record 24 more people died from the v…,BengalNewzWorld,kolkata west bengal india,"Bringing you all the latest @Breaking_24X7 news from around the world by @BengalNewz, including @BN_Bangladesh, @BengalNewzIndia, @SundarbansNewz, @DefenceNewz.",2430,22,5986,False,"#Bangladesh witnessed the highest number of deaths in a day due to #CoronaVirus as record 24 more people died from the virus infection in the last 24 hours, taking the death tally to 432. As 1,694 new patients tested #CoronaPositive, raising the total cases to 30,205 on Friday."
2020-05-29 20:16:27+00:00,"RT @surajpearl: 👁️ OPERATION WIPE OUT CHINA ECONOMIC AND CHINESE VIRUS 

Hey, I am using Remove China Apps to get rid of Chinese Terrorist…",warrior34811802,india,"India-Israel Joint Open Source Intelligence. India First. We believe in offence not defence. Economy , Foreign Policy, International policy analyst.",3647,231,4317,False,"👁️ OPERATION WIPE OUT CHINA ECONOMIC AND CHINESE VIRUS 

Hey, I am using Remove China Apps to get rid of Chinese Terrorist

https://t.co/gxSASAzDLd

INSTALL THIS APP

AND CHECK WHETHER ANY CHINA APP IS THERE ON YOUR CELL PHONE OR NOT.

AFTER CHECKING UN-INSTALL IT https://t.co/rwsP7U7HO9"
2020-05-29 20:16:28+00:00,RT @WhiteHouse: China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://…,dataguyindia,india,"Socially awkward, Walking contradiction, Ambivert, Curious sperm :)",93,994,3398,False,China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://t.co/GHQ07nIYVV
2020-05-29 20:16:29+00:00,"Along with India, many countries of the world are fighting the infected virus like Corona virus.  We Indians need to be more https://t.co/4lgEN4Nz22 fight this epidemic, we have to follow the rules of lockdown and take special care of social distancing.",MohitGu57556146,kolkata india,Indian,2,9,1,False,
2020-05-29 20:16:30+00:00,"Italy wants independent probe into origin of pandemic, backs India’s call for reform of WHO: Italian minister https://t.co/g2vCz2YOAR",uday_live,new delhi india,"Ek Naye Bharat Ka Uday. 
Your daily dose of news!",3,17,4009,False,
2020-05-29 20:16:30+00:00,"RT @himantabiswa: 📌Alert ~  89 new cases of #COVID19+ 

30 Kamrup, 17 Tinsukia, 14 Guwahati, 14 Dhubri, 10 Cachar, 4 Dhemaji

↗️Total cases…",JohnChowdhury16,guwahati india,"A student
Teenager.
A proud citizen of India.",6,71,15,False,"📌Alert ~  89 new cases of #COVID19+ 

30 Kamrup, 17 Tinsukia, 14 Guwahati, 14 Dhubri, 10 Cachar, 4 Dhemaji

↗️Total cases 1024
↗️Recovered 125
↗️Active cases 892
↗️Deaths 04

Update 9:40 pm / May 29 / Day's total as of now 144

#AssamCovidCount https://t.co/dEQ9JsPGUR"
2020-05-29 20:16:31+00:00,"RT @AdityaRajKaul: #BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19",KoshurYaar,jammu kashmir india,"Eternal Righteousness Sanatana Dharma, Multiculturalism, Mysticism, Pluralism 🇮🇳India First 🇮🇳 - Follow me back",308,805,6816,False,"#BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19"
2020-05-29 20:16:31+00:00,One of the weirdest thing witnessed in our fight against the Covid-19 pandemic in the state is how the govt. comes up with the idea of distributing Sanitizers and masks on Tribes basis. What is the rationale behind this? @NBirenSingh @TribalAffairsIn @health_manipur @supp_meme https://t.co/kwZGaCO2ps,HaokipDj,songpi north east india,"Youth Leader, Environmental Conservationist and Right Activist. 
Social Worker (MSW IGNTU-RCM)",377,994,662,False,
2020-05-29 20:16:34+00:00,RT @WhiteHouse: China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://…,RogRebel,madurai tamil nadu india,A CrazYY Football fan! An ardent THALAPATHY fan! Hardcore THALA MSD fan!~,765,338,93204,False,China protected itself against the Coronavirus while exposing the rest of the world—at immense cost of human life. https://t.co/GHQ07nIYVV
2020-05-29 20:16:37+00:00,RT @OpIndia_com: The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days with…,subhakantam98,india,"Civil Engineer (P.Way), EcoR, Indian Railways 🇮🇳",43,867,7236,False,"The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days without informing the health officials
https://t.co/fg9Gr5ryl3"
2020-05-29 20:16:38+00:00,"RT @IamAnilINC: Rajiv's Gandhi remembered for bringing technology 

PV Narasimha Rao remembered for economic reforms 

Atal Ji remembered f…",samislerin,mumbai india,"Malayali by descent.
Mumbaikar by birth.
Follower of Christ.
INDIAN by Heart.
Invisible Frontline worker by profession.
India's freedom.
AndhBhakth's stay away.",1317,1567,10941,False,"Rajiv's Gandhi remembered for bringing technology 

PV Narasimha Rao remembered for economic reforms 

Atal Ji remembered for highways connectivity 

MMS will remembered for economic growth

Modi will be remembered for welcoming for Corona 😉

RT if you agree"
2020-05-29 20:16:38+00:00,Coronavirus: Spanish La Liga Confirm Season Will Resume On June 11 | Football News https://t.co/oylYCqMQ6m,eRocketNews,india,https://t.co/lt0Puv1hBI,28,0,19802,False,
2020-05-29 20:16:39+00:00,RT @OpIndia_com: The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days with…,nishant_flower,bihar india,ENGINEER/Nationalist/Supporter:-BJP & RSS/ वामपंथीHATERS/ RT's r not endorsement/,109,205,8565,False,"The doctor named Ibrahim had hidden details of him having coronavirus and treated patients at his clinic for two days without informing the health officials
https://t.co/fg9Gr5ryl3"
2020-05-29 20:16:42+00:00,This Restaurant-Style Paneer Changezi Is The Best Paneer Recipe Youll Make In Lockdown https://t.co/XGTjlzHBzg,NewsExpress_,india,"Latest News English and Hindi, Today's History , Current Gov. Jobs and Requirements",63,27,18175,False,
2020-05-29 20:16:42+00:00,"RT @sudarsansand: #OdishaHonorsCovidWarriors who have worked tirelessly to keep us safe.
Our Hon’ble CM @Naveen_Odisha appeal to everyone,…",Swabhimani_Odia,bhubaneshwar india,"ଓଡିଆ – କେବଳ ଏକ ଭଷା ନୁହେଁ, ଏହା ଏକ ସଂସ୍କୃତି, ପରମ୍ପରା, ସଭ୍ୟତା ଓ ଉତ୍କୃଷ୍ଟ କଳାର ପରିଚାୟକ  ସେଇ  ସାଂସ୍କୃତିକ ବିଚାରଧାରାକୁ ଆପଣାଇ ନିଜକୁ ଓଡିଆ ବୋଲି ଗର୍ବ କରୁଥିବା ଓଡିଆ ପୃଷ୍ଠା",3701,199,1035,False,"#OdishaHonorsCovidWarriors who have worked tirelessly to keep us safe.
Our Hon’ble CM @Naveen_Odisha appeal to everyone, let's sing #BandeUtkalaJanani to pay our respect to Covid warriors, at 5.30 pm, 30th May. My SandArt at Puri beach . https://t.co/zTSeoAExGI"
2020-05-29 20:16:44+00:00,"RT @BengalNewzIndia: Emphasising on the plight of the #MigrantWorkers, former #Congress President #RahulGandhi released a #Documentary of h…",BengalNewzWorld,kolkata west bengal india,"Bringing you all the latest @Breaking_24X7 news from around the world by @BengalNewz, including @BN_Bangladesh, @BengalNewzIndia, @SundarbansNewz, @DefenceNewz.",2430,22,5986,False,"Emphasising on the plight of the #MigrantWorkers, former #Congress President #RahulGandhi released a #Documentary of his meeting with #MigrantsOnTheRoad in #UttarPradesh's #Jhansi from #Haryana and said that the #NovelCoronavirus (#Covid19) has hit them hard. 😢 https://t.co/7hPa6oiB37"
2020-05-29 20:16:48+00:00,"RT @priyankac19: Highest number of Covid-19 patients recovered in a day in the state today at 8381!
7358 of these recoveries are from Mumba…",ShahirK49785813,vijayawada ap india,"Film Critic,Trade Analyst,Poet,Writer..
Studied M.B.B.S in ALL INDIA INSTITUTE OF MEDICAL SCIENCES.
FOUNDER & DIRECTOR at MAGNETUS INFOTECH",1465,333,8803,False,"Highest number of Covid-19 patients recovered in a day in the state today at 8381!
7358 of these recoveries are from Mumbai! 
🙏🏼🙏🏼
#Covid_19 #WarAgainstVirus"
2020-05-29 20:16:48+00:00,"RT @Pun_Starr: If noise could destroy Coronavirus, Modiji would've asked us to switch to #RepublicTV together, instead of banging thaalis.",bjpMCBCparty,bengaluru india,"Well wisher, Believes in doing good to someone",76,332,3906,False,"If noise could destroy Coronavirus, Modiji would've asked us to switch to #RepublicTV together, instead of banging thaalis."
