,0,1
393,pos,@LeBronJames2neg1neg  Good luck for next time...Happens sometimes don't worry too much 
394,pos,"bicycle time  - time all to myself, to do what I want! woohoo! right, must get ready now... it's nearly 12!"
395,pos,somehow now going to Glastonbury thanks to The Worm and someone upstairs who like me 
396,pos,"Oh, and if you are wondering why am having lunch at 16:negneg, its coz I just got home from church "
397,pos,http://twitpic.com/61dya - Thank you @LucyisRAD for thinking of me fondly 
398,neg,"very interesting tutorials vith Ollie Chanarin and Peter Fraser... and Elephant project handed in! yeah... now, citpj "
399,neg,"Ah i hate stupid drama. Sometimes i wish no of us ever got together so we wouldnt hurt each other  stupid!...other than that, great da ..."
400,pos,I only have to look at ms elseas face for five more days  woaa two years with that woman was TOO MUCH!
401,neg,@Missdblue Good one girl - didn't see you in there though  What were you doing?
402,neg,Sunday night on my own (TCs off to Budapest) and everyone's busy or too far away! Agh. 
403,pos,@NatalieGelman keep telling yourself you'll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.)
404,pos,@shortyyyy Ludacris! 
405,neg,@KaoBayBay boutta be on my way home...Im sleepy 
406,neg,"I've bought me just a 2negm long LAN-Cable and my PC doesn't accept it, but the PC from my brother accept it "
407,neg,@djcure Missed u today 
408,neg,"I had to take Benadryl last night and I couldn't get up this morning wtf  I feel terrible today, like cement."
409,neg,baby kitty died   crappy day .x
410,neg,"@Awissneg8 Hey girl, I have to apologize if I made you feel bad, your Uncle didn't let me in on ALL the details about your Graduation. "
411,neg,"@ROBBIEEEEE yeah,but she doesn't have TYRA eyes so its not as good "
412,pos,@xxJuninhoxx thanks man  where's your NO H8 photo ? gotta make one!
413,pos,@nikhilsoneja Thanks. I'm hoping it will 
414,pos,@remcovdvuurst Get 1negneg followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
415,neg,@april_miss how come you didnt get to enjoy your cute girl?! 
416,neg,@BUGZY9 no..  but i know im someones treasure!!!
417,pos,Back to work  tweet at posish 
418,pos,my poster is love  http://yfrog.com/127rbj
419,neg,Steve Jobs called &quot;perishable asset&quot; pos Apple by NPR. Cold way 2 refer 2 some1 who's been so sick  http://myloc.me/5Amf
420,pos,i am sooo excited for next weeek!  xx
421,pos,@twinkle_x really. im just going to say LOL now. LOL  xo
422,neg,@_JPeep_ everything on my itunes is gone 
423,neg,"@nessalie she was upset, I think its a sign we would not work out... "
424,pos,"@mileycyrus im sure loads of people will vote for you, i deff will "
425,neg,I broke my keyboard. 
426,pos,@themike5 Thanks for your scoring services tonight... much appreciated 
427,pos,@cauldrons HSM on disney NOWWW 
428,pos,@Alyssa_Milano Have fun on the set today!  If you need any more actors...just Tweet me  HA HA!
429,pos,@jdubbb77 haha it was hard i tried like a billion times before it worked! 
430,neg,This weather is amazing....shame about the revision 
431,pos,"@DanielBrenton I used to say nothing about her. At this point, it's just comical.  The joys of having an internet stalker. "
432,neg,@RuthFor yey! at the moment i'd be happy wit satisfactory with the head i've got 
433,pos,@the1negnegrabh Nice! Any idea why it doesnt support Chrome (yet)? They dont like google maybe? 
434,pos,@soileronthetea is ON OUR SIDE NOW. dont DENY GREATNESS. they deserve to be WELL-LIKED  
435,pos,1negnegth tweettt!! 
436,neg,Omggg! the awards have been going on for everrr. this is a longg day. it ends at 11 tonight  im gonna be crabby tomm.
437,neg,Shld be working but side tracked to writing letters home. Sad when ppl u love are getting old   Makes u miss Ol'Blighty
438,pos,is watching Twilight ... Again 
439,neg,@Jdoggs suuuupppeeeerrrrr gross. 
440,pos,Bowling in Chicago tonight then drinks with my husband Mr. Steve Norris!  Can't wait to see him!!! Happy Friday! 
441,pos,@kyoisorange before the storm. and sameee! hahaa 
442,neg,@Messy_LJ ick .. thats like going to the dmv ... long lines ... &amp; loud ppl 
443,pos,@H_C Good to know...  I think your voice will count a little bit more.
444,pos,"@pandasRsoKool wow, u have a LOT of time on ur hands  but I love ya for it!!"
445,neg,Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)�
446,neg,Where the heck is Beta 6 
447,neg,"So much string , I think I might cry "
448,pos,"@Atiiqaa_x not sure  it's on til like 11 this show :| or more.... erm, probs like 8-9 i can;t sa? sorr? bab?girl. (L) im happ? too!"
449,pos,is feeling inspired!!! i love this web &amp; animation thingy!! wahahah..  
450,neg,Fooking hell. Poor hostage people 
451,neg,My hair is gonna smell worse than yesterday 'cause of this nightmarkeet food 
452,neg,Poopy. Our convo was stopped short. 
453,pos,"@BrianNeudorff  Hey Brian, thanks very much!  I'm ready pos the week, hope it's ready pos me   You gave a good Monday and week too!"
454,neg,damn im missing all of this  but i taped it.
455,pos,donuycana - thanks for the following  http://tumblr.com/x3f1yumh7
456,pos,"http://twitpic.com/7hk8z - And welcome to Wrexham..... @samsamsammie, this one's for you! "
457,neg,Indiana family just left   major pouty face is happening right now 
458,neg,"I, have likee nothingg, to wear,cuz mom didn't, wash clothes, but ill look in the other closet, "
459,neg,@One_StepCloser im going to waste my whole all of my credit on it butt rehm isnt here so i cant call with her 
460,neg,I need to perform surgery on the Civic to cure it of the swine flu. 
461,pos,@SelectedTweets see Facebook  x
462,pos,@lifeat7negnegnegfeet be sure and wave at me!!! I'll wave back! 
463,neg,"oh god i want to cry, spent ages doing these vids and only 1 of them has sound  they all worked fine damn it"
464,pos,@Sallayyyy visit me at work 
465,neg,@mishacollins man i wanna see the picture but i only get your tweets via text. 
466,pos,"@sarahdoran   No problem.  Tis the thought that counts. Please to meet you, incidentally ;-)"
467,neg,"@selves yes! Although my ankle is the killer, i have a bad ligament "
468,neg,sick.high fever.whole body hurts 
469,neg,"Ummm, where is this bus taking me?  "
470,neg,Not so much goodness for TF2 on a MacBook Air  Maybe some graphics tweaks will make for a better frame rate?
471,neg,New iPhone is taking forever to back-up and sync! 
472,neg,This is the first time I've cried in a very long time.  .
473,neg,ahh man red wings lost!!!  it was a good game though and plus all new disney episodes on today so hyped hahaha
474,pos,shower time!!!!! 
475,neg,@shiplikeyou NO STOP IT OMG I DON'T WANNA GIVE IT TO HIM  LEAVE ME ALONE TRAVIS!!!
476,neg,No plans to divest Govt stake in IOC ONGC... arre re! 
477,pos,@sarahlchu so close yet sooo far away. i want to see cm and j.b. 
478,pos,13 km easy run in the park I can make it till the end of April 
479,neg,@KatVonD89 Ummm... more like a really yag song 
480,pos,My god Maroon 5 got twitter. 
481,pos,@melody Don't be dumping on @rsueanga.... whomever that is. 
482,neg,"@dindahh its good aye, soon randwick will be open though I'm happy I caught up in bio it took an hour "
483,neg,Sat in a car for 8 hours today and is stuck in traffic again trying to get home.   so frustrating!  Lilly is sleeping though.
484,pos,you know you're an old man when u poo-poo fireworks @lankzy 
485,neg,i get told nothing *folds arms* 
486,neg,I'm sad. Casey and JoJo are going to the Hot Air Balloon Festival and I can't go with them.  #stupidgalaevent
487,neg,"Wow, they are arguing.  Already.  Its been a tough trip, though "
488,neg,Boring Homework 
489,pos,@DannysGhirl Thanks I found the cd and ordered it 
490,pos,ahhh so much better...looking forward to a busy productive afternoon 
491,pos,got home from shang. food galore. gonna pack for subic 
492,neg,my hands are frozen 
493,neg,"@kristykristyy ahaha, work in 1neg minutes (Y) gahh it hate it, i could have done something else today "
494,pos,@iwasCARwashed hi carissaaa howrya? 
495,pos,Off to the beach with her maid of honor  
496,pos,#musicmonday Farin Urlaub - Sonne  
497,pos,"@AgentBooth @DrTBrennan Don't know you personnaly, but for what I know I tend to agree with Dr Brennan. You *are* a wonderful father "
498,pos,&quot;Why can't you see.. You belong with me..&quot; -Taylor Swift. hahaha. got stuck to this song. I really love the music video of this song! 
499,pos,Fishing 
500,neg,I WANT MORE WATERLOO ROAD EPISODES!!! we only got to s3 ep16 
501,neg,@bowwow61pos i absolutely LOVE YOUR EYES!!! Plz don't ignore mee 
502,pos,History over. Shit I didn't finish :O But hopefully I got some good marks in what I did  My wrist f**king hurts!
503,pos,"@briankelly not using open source === unethical? all in favour of open source, but hang on "
504,neg,@iceisawesome gaga is EVERYTHING!! I'm sorry you couldn't be here 
505,neg,On to Xbox Live upgrades. Last FM integration. Gold Only!  Sky confirmed UK. HD 1neg8negp movies. &quot;No delays...instant on.&quot; believe when seen
506,pos,At my best friends graduation   
507,neg,im soo annoyed that the file2hd website is still down  pffffffft.
508,pos,"@RyanSheckler yea it was preetyy ggoodd, "
509,neg,i SOOOOOO wanted Labron an nem 2go to the finals &amp;beat up on Kobe an nem.. dammit. go magic..... 
510,neg,@MarkXA I am running Seesmic neg.3 - no luck. 
511,neg,@surgeAA LUCKYYYY!!!! I'm just about to go to work 
512,neg,"holy gaahhhhh, do not feel well. "
513,neg,(contd) heart..  I didn't have that much attention left for him after my tyrannically cute child   For the better part of 7 yrs he was #1
514,pos,Entrepreneurial Wisdom From Necker Island - http://bit.ly/K2A8q  - Please Share 
515,neg,@Itxi_Itx Stupid cold ... I'm a veggie so can't be swine flu lol .. Iwi my son had one.. Inevitable really 
516,neg, Stella has gone to the Vets. She ran into a barbed wire fence- again. &amp; tore open her leg- again. Silly!
517,neg,cloudy Monday 
518,pos,@YoungQoK U GOT ME THERE give us another one for when i at work I can think about it 
519,neg,being bored... School tomorrow  got new pencil case and pen and bag and stuff... yay. DREADING IT
520,pos,tenner up on the poker 
521,neg,@atlknight im so jealous 
522,neg,very low levels of productivity here today  I need a boss to come and peer over my shoulder all day...
523,neg,7 slices of pizza is turning into a not so good idea. 
524,pos,@SailorSu ohh..Good nite then 
525,pos,@wearswithheels 
526,pos,@FROactiv  nice!!!!! lol
527,neg,"@euphoniousbeing there you too go again, don't even take me...... "
528,neg,Well annoyed my new back light hasn't been delivered.. more bus journeys for me! 
529,neg,"Fallout 3: &quot;Stealth-Boy has worn off&quot; Daaaaaaang, guess not "
530,pos,Here i am 
531,pos,PLEASE visit my webpage: http://bit.ly/i1n8M Help me change the world for five children. http://bit.ly/i1n8M  #lakers #nba #ilovela #kobe 
532,neg,@emmarossx cos shes watchin a hockey game  hahaha
533,pos,Tonight was fun as hell. Crashiiinnnn 
534,neg,Not going to make it to 8neg's party in Reading tonight  But at least Eng won!
535,pos,@sweetmetalhead; awww ^^ ur so sweeett&lt;3 miss ya to ! 
536,pos,@KaylaMacLachlan anti-social much?  sorry we bombarded ur place!
537,neg,about to go to bed. ive been way too stressed out lately. and feel so helpless for some ppl. 
538,pos,looking forward to hanging out with my little sister and playing trucks with Little D. 
539,neg,@Gel_6 working as an admin assistant was trying to qualify for Youth Allowance but that plans out now  off to africa in oct to cheer me up
540,neg,"Missing: 3 days-old baby bluebirds from birdhouse in backyard. Suspect: Black snake seen in garden yesterday. That's nature, but damn  #fb"
541,neg,ugh gotta work today 
542,pos,"@qutequte @Rodericklow @Adrianna @alvinyudistira @jeremyteocx you should meet @tpr2 too,he's an awesome n creative guy, very friendly too "
543,neg,"IVE HAD THE MOST HORRIBLE DAY. i dont try to be negative  my life just sucks right now, and for the past 5 years &amp; most likely the next 5"
544,pos,i proper want to go ndubz in july 
545,neg,Accidentally didn't pay for one of my things from walmart.. I'm a thief.   
546,pos,"@turtletao  I got the turquoise for your bracelet in today!!!!! It's *real* turquoise, too! Just waiting for a charm now "
547,neg,watching a company webcast...it is important stuff but i cant find the concentration for it.the clouds have covered my sunshine 
548,pos,"Just trying to figure out Twitter . . . Seems cool . . . heck Demi and Ashton do it, must be FABulous!  "
549,neg,feeling like I'm gonna fall asleep any time now but I can't.  
550,neg,today is weird...all meetings got postponed...outluk screwd up...terribly hot outside n am getting so irritated....need a punchin bag 
551,pos,Photo: Sleeping is what we like to do at parties!  http://tumblr.com/xmc21xqql
552,neg,"ugh, still with this headache...  hopefully it will go away soon...apparently it's affecting my ability to spell as well. lol"
553,pos,"Whoever sad &quot;If you don't have anything nice to say, don't say anything at all&quot; Can go fuck off. How ya like that for irony? "
554,neg,"my Nokias are running out of battery, and so is my handy cam "
555,pos,@__Parasite__ just like i will treasure my flowers and this very special night  !
556,neg,@Priestly_B I cant DM you if you're not following me 
557,pos,@kate383818pos9 good to know 
558,neg,Ouch. Just burnt my fingers 
559,neg,Fucking work meetings at 7:3neg I hate work I'm tired 
560,pos,"@Kevin_Lately not looking at the ball either!   key:  swing club, let ball get in the way....(BTW, nice shoes....  "
561,pos,"@punchycritic The prices are comparable actually, I was pleasantly surprised. I had to try it bc I had a $2neg off coupon. "
562,pos,I love the Sims 3 
563,neg,"@simonbray ha ha. A local band did a set exclusively of songs taken from Tony Hawks games recently. Genius idea, rubbish band. Shame "
564,neg,@marypriest I think It's too late for that. 
565,pos,"@ngoskillz When I'm up in that neck of the woods, it'll definitely get my business. "
566,pos,"@babyboomerbev - lol - yes, yes you are!  I just wish everyone who was as wonderful as you would also be on Twitter! "
567,pos,I've been entered into Ms Twitterworld!! VOTE FOR ME PLEASE! (i need to beat my sister) lol http://tinyurl.com/plwq2o 
568,pos,i just created a word form not being able to talk today. its spifty. spiffy + nifty. 
569,pos,@derekallard Oh yeah. Had that conversation on Friday. 
570,pos,is thinking that you should most deffinately text me. just ask for the # 
571,pos,@maxime68 My mom went to France/Spain/England back in her teens but she's never been to Lyon. We'll give her the grand tour 
572,neg,Damn. iTunes has f**ed up my library of &gt;1posneggb... Lots of songs supposedly missing (they're actually there). Links to weird lib files 
573,neg,Completely stressed out... Thanks to a piece of work thats not even getting graded... 
574,neg,"omds! holly steel, bless her!  x"
575,neg,im learnin math ... 
576,pos,"It's nap time. Assembly 2negneg9 is over! Next, Leadership Pathways begins for leaders June 1pos. "
577,pos,@vmlemon hehe 
578,neg,@jenny1negnegneg1 i want chips too    haha
579,neg,is worrying about the tooth 
580,neg,Keep falling asleep when im reading the text book!!! 
581,pos,getting ready for Monday first day 
582,neg,Just watch bridge to Terabithia 
583,pos,@Pepperfire oh so what now  Good morning there!! just in the middle of something 
584,pos,Just got home from surprise birthday drinks for my mate dan which I organized! I wish someone would throw me a surprise party! 
585,neg,i miss him quite terribly. 
586,neg,missed my nail appt!...  well on my way 2 my little cousins softball game!
587,neg,Eating lunch. Sad that we are leaving later. There are now people to miss in my life 
588,neg,@deltwitt you know they won't let you keep them? I wanted mine and they said i couldo't have them  something about AIDS......
589,pos,"@AlwaysSpecial2 Thanks, plan to enjoy the day and the next 3 as i'm off work, hope your well and having a good day too "
590,neg,&amp; now it's thundering really loud  eeek!
591,neg,@guywasright unfortunately... 
592,pos,@PatrickNZ Thanks for invite. Enjoyed it. And yes no missile weapons or poison in the water 
593,pos,"@nmg I bow to your gr8r nolej, oh master "
594,neg,"Enjoying the smell of fresh rain, and the thunderous cracks of lightning by myself. "
595,pos,So excited for @mileycyrus tour 
596,pos,"Follow Friday!  @ceriidwenn, @AmyJadeCooper, @maxhebditch, @Kiiiiirsty, @AFunderburg, annnd @DannyChadwick  Follow them, they are cool"
597,pos,Happy Sunday!!  http://tinyurl.com/322t9k
598,neg,"@ariadneneg9 Yes, http://todaysmeet.com/webwise is completely blocked. Chat rooms are out in #NSWDET "
599,neg,bull frog sound is leaving but now the hubby is starting to bark 
600,neg,Woke up with a fever  Waaaa
601,neg,"twittter keeps crashing for me! i'm going to bed, dad's tomorrow  sweeeet dreams everyone ;)"
602,pos,Is going to a theme park 
603,pos,"has work in the morning followed by a movie and dinner, then hanging out with some more friends!  Saturday is going to be busy and fun!"
604,neg,Just Downed a Bottle of Yahzooo! I feel Sick 
605,neg,"i want to play Sims 3, too  "
606,neg,@THEREALJMAC lol! Yep..it was poppin too man  smh..now I'm gettin tired and abt to get off soon =/
607,neg,"Susan Boyle should have won  And now work instead of sun, and then last minute Media Revision. BAD BAD BAD. x"
608,pos,@JayLink_ morning mate how did #deathandtaxes #musicmonday go 
609,pos,wow sean slept from 12-5! HALLELUJAH! I love my sleep 
610,pos,Big Brother Tonight  What Time?
611,pos,@Ryan_J_Wood hells yeah! 
612,neg,wish i could sleep some more 
613,pos,@ school bored to death reading a story about retarded kids... Now that's what I call creepy 
614,neg,what couLd be woRse than got stabbed on uR back by uR own bestfRiend ??! 
615,neg,@ficklampa  .. He's a waste of space tbh. A complete and utter wanker that isnt part of my life nemore neway
616,neg,"@TehDonDitty Fine, it's crappier there. But we don't even have Apple Stores here... "
617,pos,@ABZQuine if you want my advice do NOT cycle back from Alford!  I am sure if you were floating about Seaton you could join in 
618,neg,Awww I won't see princess till Tuesday  I miss her!
619,pos,Twitter makes me feel like such a lame. 
620,pos,@winterchick12 Hi Emma  How was your day today?
621,pos,@SheriRocks What are u doin Sheri?! 
622,neg,@marykuti  wish I could come
623,neg,Is upset my picture will NOT work! 
624,neg,Finally starying to make some progress on my Turkey images....probably another 2 days/eves to go 
625,neg,Is going 2 Florida 2marrow!! I'm mess talking 2 my BFF!! 
626,pos,Ok @myeditionofgab ! 
627,pos,@loribourne @lookadoo it was june pos  thx for the good wishes!
628,pos,"@thefriggintribe If you need a vacation, come and visit us!  "
629,neg,wot he did really hurt so i dumped him.....i hav never had this happen to me so......and he was dared to nd he didnt walk away 
630,pos,"Tony Hawk Ride, do we have to now wear a helmet inside the house to play  #e3"
631,pos,has a pint of Guinness *raises glass to Emperix* happy birthday old boy 
632,neg,"@xyanix  Ooohh,,  Harsh!  "
633,pos,"@veemhae Yes, but they are private. lol     @aalleeyy Night and God Bless. "
634,neg,i cant add i picture right now theyre all too big 
635,neg,I seem to be missing some tweets  is it @scalaris or @twitter ?
636,pos,"@weshotthemoon hey guys im glad you followed me! (random though haha) anyway, your music is great! i like alllll your songs so far "
637,pos,@EthanSuplee Crazy.. I guess they want to see blood before they run ..Be safe 
638,neg,I'm unbelievably tired...  
639,neg,"@vautrin Damn, bummer dude  Good luck on the search - I definitely know how it feels."
640,neg,@stevenwarburton Arghh how annoying! I suppose an extra day isnt going to hurt  Yes would be interesting to know why...
641,pos,@hetzakoatl @GingerRenarde Gotheon? Is that a new Eeveelution? 
642,pos,let's play WoW for a change 
643,pos,@stinginthetail [waves back from Gosford Interchange]   
644,neg,"finally back from hols in France, apparently I'm not allowed holiday ever again "
645,pos,"DONE. YESS,3 waiting for my mom to come get me to end Freshmen year "
646,pos,otp seon young 
647,pos,Thank You Mother  A GOOD MOM _ Honor Her - Or ya going to PISS Me OFF  !!! MY MOM ! dink http://bit.ly/Vyonegr
648,neg,@roudypos561  i'm sorry. Lack of sleep.
649,neg,Can't sleep... and I'm supposed 2 hang w/ friends 2day 
650,neg,I want a Chagall. 
651,pos,@bowwow61pos  oh so him and chris aint doin nothing no more wow well i wish him the best and hope u ight 2 hey im from columbus ohio 2  
652,neg,@MrsMcFlyGrimmy soak up the sun for me! i've had to stay inside as hayfever decided to plague me  it's shit!
653,neg,"@AnnetteStatus  no, i've been working on it for 3 hours, gonna finish tomorrow, I'm tired "
654,neg,Getting ready for the gym...why am I not getting any thicker  arms and abs today yippy
655,pos,Hey @KevinSpacey !! XOXO 
656,pos,"I just met, like, four koreans on my way home. Ha ha.   "
657,pos,@latimesnystrom Hey! I just added the LA times iran coverage here: http://iran-election.alltop.com 
658,neg,Tell @queenValeria to take me to buy cigs!!! I'm feining so bad!  fuck.
659,neg,I had to sleep in my new room with the giant window alone for the 1st time. i am terrified of giant windows at night. nicki come back 
660,neg,"nvm, no west hollywood thrifting.&lt;/3 "
661,neg,Do not use twitter  if you value genuine existence... 
662,neg,#bgt their ok but their not gonna win 
663,pos,"@SherriEShepherd Uh oh, looking good Sherri "
664,pos,In a few hours I'll be in the air and a few after that all be in Chicago.         
665,neg,Is males tweeting because of my johnie absence 
666,neg,"@AzrielleLorin Hey, what about me? Am I popular too? "
667,pos,@verwon I think it's a great idea *runs to find slinky* 
668,pos,is excited for the weekend and what's in store.. 
669,neg,@bamf_xx that's a terrible way to wake up! i hope you feel better soon. i'm sorry 
670,pos,"Gonna reach Churchgate station in next 12mins. If anyone's around, holla me. "
671,pos,@bobbythomas1 Soup made of a boiled shoe sounds absolutely disgusting.  I am however making a rockin vege soup today.  
672,pos,Gotha watch bride wars. bye! 
673,neg,"argh, chinese A level tomorrow "
674,pos,@mnelson1229 very true enough to get my bday present and some! 
675,pos,@Arielz_lil_twit YEAHHHH GOSSIP GIRL WAS PRETTY DAMN GOOD LAST NIGHT! 
676,pos,thinks that twitter has awesome arguments! 
677,pos,@Imarius Have fun editing 
678,neg,@meetmeatmikes you can in the UK! Not in Australia though I don't think  They were my favourite lollies as a kid 
679,neg,I am pissed off! There's no hot sauce! 
680,neg,where the fuck is This Ain't No Mixtape 
681,pos,Proud that britains got taste  http://myloc.me/2alB
682,neg,@NursingDrPepper  Damn! and I haven't had one in AGES either 
683,pos,"@Lovely_London Oh, okay. I love your tattoos, by the way. "
684,neg,i ate all my edamame  i need mooooore
685,pos,"@Noufah salamat , what for ? nice bag btw "
686,neg,@crazyirishchick aww  why have you had no internets?
687,neg,"@Shireen86 i talked to Tom about this some time ago. That version was rare, it had 5 cut songs (that's why it was delayed). "
688,pos,@jongraham sounds like fun. 
689,neg,"Googling Huixin , heartswithlove and to no avail "
690,neg,"Needed: a new place to buy whole wheat matzo from.  Superstore, you fail me!"
691,pos,"@TheShoctor Lol, slightly suprised. "
692,pos,@csswizardry true...but when I was 18 that wasn't necessarily the case 
693,neg,"Can't I at least get a mug or something  Sure, why not ;) http://tinyurl.com/l8jpju"
694,neg,am sleepy... even though its mid afternoon lol- a little narked off as well 
695,pos,@OfficialSTaylo damn missed you by a few!! Chat later today!! *hugs*  
696,pos,Chanting for a better world 
697,neg,@JoSmoke Just finished my errands and about to get on these cases once again. Summer school is no cake walk! 
698,neg,my leg hurts and i can't feel my arms  ahh....conditioning.
699,neg,@SelaJaqueline she's not there. and it was her husband on the phone 
700,neg,"@ukdivorce I don;t know if we are going now, since I typed that the kids have not moved from the TV  I may have to drag them out"
701,pos,looking forward for the next payday. it's coming 
702,neg,"@CASTDESIGNS wow catherine, thats pretty gutting! hope it isnt anybody too great "
703,neg,@aarthycrazy thats a sad quote 
704,neg,has a major headache 
705,pos,@StarJonesEsq Good NightStar xo All Gods Blessings to yu 
706,neg,This 'seeing people off at the station' thing is really depressing 
707,pos,@katiedidituk You will not be able to leave us so quickly 
708,pos,HEY!!! Follow my lil n-word @LILELLAY!!! He's chill as passing a Random Drug Test!! I know some of yall feel me! LOL! 
709,pos,Just solved my keychain problem! 
710,pos,"Bored now, brought my PT kit so gonna go pos a run  x"
711,pos,Communication is the key to everything 
712,pos,@ElkeTheStallion I looooove days like today! 
713,pos,dreaming about november... 
714,pos,@Ryankfm looks awesome ry. Hate you so much right now! 
715,neg,Tweetdeck doesn't seem to be able to view trending topics or who's nearby  I'll stick with Tweetie then I guess 
716,neg,is glad to know she's not as awesome as all this Microsoft Conference hooplah.  FML.
717,pos,@Somethingcakey Thanks that would be great 
718,pos,@zoopedup Apple Mail. Integrates seemlessly with the rest of your system. 
719,neg,Doing homework...and then some more homework and then some more homework 
720,pos,Epic night.... Love it 
721,pos,"just got attacked by shopping.  I now have food, so wasn't singing food glorious food whilst putting everything away. "
722,neg,ah fuck i'm actually tearing up. Sher Khan killed Raksha.    
723,pos,i would vote labour orrr the socialist party  please don't say you would voted the dreaded tories?
724,pos,@SusanPowter It is huge.  At 18 he's finding his way.  It's going to be fun.  
725,pos,@Emilyyy23 im thinking to change my picture. this one is badd!!!!!  oh wellllllll
726,neg,couldn't snooze 1neg minutes because the button on his phone chose that moment to stop working. 
727,neg,"It's so cloudy today, boo hoo  Have no lunches planned today, so the canteen will have to do today.. "
728,pos,"watching the life movies &amp; music festival  metro, all time low, &amp; fob. &lt;3"
729,neg,Drinking &quot;brewskis&quot; (post-post-ironically) and playing Burst Limit with @ViralPenguin because my PS2 controller is broken so no Budokai 3 
730,pos,"Really needs to go to bed... and, that's where I am going "
731,neg,@andrewsayer darwin award - even my youngest knows not to muck around like that 
732,pos,@DavidArchie Woah! It Increased There? I Think It Didnt Increased Here. Please Come Back David! 
733,neg,"somehow my laptop battery isn't working, my now new macbook.. is now a desktop. "
734,neg,really hopes her sister ain't gonna be too late am so tired already 
735,pos,@howard7pos For hotels there is a @HotelTweeter already 
736,pos,"By the way, I'm an organ donor "
737,neg,I should explain that I grew up in a mining village whilst the strike was on...... 
738,neg,lost a follower 
739,pos,"Oh wait! One more thing, 5 days of school left for me! "
740,pos,Poor tummy. . . Im listenin to my brother play paint it black by the stones. . . Awesome. I love music. 
741,neg,@ValerieAnn1pos omg no way!! The for reals one? Haha lol dude my comp is too far  dont want to get up im so comfy
742,pos,@mileycyrus the eventually do. I hope your troubles go away soon 
743,pos,"meeting, then getting ready for this weekend  busy busy busy!!"
744,neg,@ilooklikemrjol won't probably find out until tuesday now 
745,pos,watching the disney classic The Little Mermaid...But daddy i love him. 
746,pos,"@jeffbetts Good Morning Jeff!  Well to be honest 2.5k are for me 2.5k for my partner @aaswartz , and we meet a lot of people!  "
747,neg,"I just pressed the side of this mouse for Expos�, but then I realized I was on a PC. "
748,pos,"Wine, wine &amp; more wine "
749,neg,wish i was a senior for senior ditch day!! have to go to school 
750,neg,Just had 2 restore my iPhone - *sad*  but on the plus side.. now I know that I shud bk it up more often so I don't have 2 d/l so much :-/
751,neg,"DDub, your lawn seat girls can't see a thing... "
752,neg,Watching MSNBC and waiting for my friend Melanie to be interviewed about her cousin Lisa Stebic and if remains found might be Lisa. 
753,pos,I'm doing a drawing contest right now  i'm doing a rendition of this picture http://bit.ly/7zUWG
754,pos,@THEsaragilbert isn't that a sign of age? standing at a gig is historical 
755,neg,@oresth oh noes!  *hugs* hope you feel better oresty!!
756,pos,"Noblest of all dogs is the hot-dog, for it feeds the hand that bites it - Laurence J. Peter "
757,neg,"Um, I think my macbook just crashed...I was blogging too "
758,neg,is really sick of this rain 
759,neg,@SherylBeauty Oh sorry 
760,neg,@JesMayhemWA Still trying to sell the prelude? 
761,neg,@kimberlynicole I LOVE your hair! so sad I don't get to see you tomorrow  but I promise we'll have a disney date when I get back from WA.
762,pos,@babyskiffie emm I don't get it ci.. Send me the pictt! 
763,neg,Finally crashing. I still feel horrible  hopefully ill feel better tomorroww. Night kids &lt;3
764,neg,@mattycus Yes. You know why? BECAUSE I LIVE WITH A GUY LIKE THAT  
765,pos,@angelicahondm oh yeah! 
766,pos,8hamido8 awwie if u really want that dream u can have it  &lt;3
767,neg,Ok.... Ill runn it off now.... No fun 
768,neg,Rejection comes in many forms and I guess I need to swallow the pill. 
769,pos,is going to Canada's Wonderland today. 
770,pos,@destroytoday  I am really liking destroytwitter the more i use it. thanks for integrating @TweetPhoto into it. it works so nicely 
771,pos,http://twitpic.com/6d3ne - My future car... haha 
772,pos,having a lazy saturday night in 
773,neg,@LOpos9 today is their last day though... apparently so. you dont need to come anymore  unless you come june 2negth
774,pos,Figuring out what the hell twitter is 
775,neg,tweeting as i poop aint you guys lucky.i feel rough 
776,neg,Workin.........     
777,pos,@eve5lyn hope u had fun!!! 
778,neg,Tonight show was amazing (L) thanks to everyone yet again. Last show tomorrow night  got tomorrow afternoon though! X
779,neg,"butt  im 5negneg,577th in the world, not very good "
780,pos,@CandiceKei haha I know right? such a lovely place to be... 
781,pos,@strangedesign So you already have the MacBook and now getting the iPhone. You might be an Apple TV away from being a fanboy yourself 
782,pos,@ddlovato im so excited for your summer tour. can't wait to see you July 1 
783,neg,Just woke up. I really need a shower. Jessica fell back asleep on me.  boredom kills.
784,pos,"Katie's lent me a suitcase for America, might start packing.. how exciting!! "
785,neg,http://twitpic.com/6ebza - new moon-scene where edward leaves bella 
786,neg,"@robertelysian I get that-it's the &quot;unempowerment&quot;.... Got to be a better way-then again if I had 5neg,negnegneg stores could I do better- NO "
787,neg,Its over 
788,pos,Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.
789,neg,"I just found out that the future career path I've chosen is one of the the worst things to base a career off of, ouch. "
